,operation,randomOffset,transferSize,aggregateFilesizeMBtask,numTasks,parallelism,totalTime,numNodesList,numNodes,tasksPerNode,trMiB,storageType,opCount,taskName,taskPID,fileName,stageOrder,prevTask,aggregateFilesizeMB,estimated_trMiB_beegfs-ssd_15p,estimated_ts_slope_beegfs-ssd_15p,estimated_trMiB_beegfs-ssd_9p,estimated_ts_slope_beegfs-ssd_9p,estimated_trMiB_beegfs-tmpfs_15p,estimated_ts_slope_beegfs-tmpfs_15p,estimated_trMiB_beegfs-tmpfs_9p,estimated_ts_slope_beegfs-tmpfs_9p,estimated_trMiB_ssd-ssd_15p,estimated_ts_slope_ssd-ssd_15p,estimated_trMiB_ssd-ssd_9p,estimated_ts_slope_ssd-ssd_9p,estimated_trMiB_tmpfs-tmpfs_15p,estimated_ts_slope_tmpfs-tmpfs_15p,estimated_trMiB_tmpfs-tmpfs_9p,estimated_ts_slope_tmpfs-tmpfs_9p,estimated_trMiB_ssd_24p,estimated_ts_slope_ssd_24p,estimated_trMiB_beegfs_24p,estimated_ts_slope_beegfs_24p,estimated_trMiB_tmpfs_24p,estimated_ts_slope_tmpfs_24p,estimated_trMiB_beegfs-ssd_6p,estimated_ts_slope_beegfs-ssd_6p,estimated_trMiB_beegfs-tmpfs_6p,estimated_ts_slope_beegfs-tmpfs_6p,estimated_trMiB_ssd-ssd_6p,estimated_ts_slope_ssd-ssd_6p,estimated_trMiB_tmpfs-tmpfs_6p,estimated_ts_slope_tmpfs-tmpfs_6p,estimated_trMiB_beegfs-ssd_12p,estimated_ts_slope_beegfs-ssd_12p,estimated_trMiB_beegfs-tmpfs_12p,estimated_ts_slope_beegfs-tmpfs_12p,estimated_trMiB_ssd-ssd_12p,estimated_ts_slope_ssd-ssd_12p,estimated_trMiB_tmpfs-tmpfs_12p,estimated_ts_slope_tmpfs-tmpfs_12p,estimated_trMiB_beegfs-ssd_1p,estimated_ts_slope_beegfs-ssd_1p,estimated_trMiB_beegfs-tmpfs_1p,estimated_ts_slope_beegfs-tmpfs_1p,estimated_trMiB_ssd-ssd_1p,estimated_ts_slope_ssd-ssd_1p,estimated_trMiB_tmpfs-tmpfs_1p,estimated_ts_slope_tmpfs-tmpfs_1p,estimated_trMiB_ssd_1p,estimated_ts_slope_ssd_1p,estimated_trMiB_beegfs_1p,estimated_ts_slope_beegfs_1p,estimated_trMiB_tmpfs_1p,estimated_ts_slope_tmpfs_1p,estimated_trMiB_beegfs-ssd_10p,estimated_ts_slope_beegfs-ssd_10p,estimated_trMiB_beegfs-tmpfs_10p,estimated_ts_slope_beegfs-tmpfs_10p,estimated_trMiB_ssd-ssd_10p,estimated_ts_slope_ssd-ssd_10p,estimated_trMiB_tmpfs-tmpfs_10p,estimated_ts_slope_tmpfs-tmpfs_10p,estimated_trMiB_tmpfs-beegfs_15p,estimated_ts_slope_tmpfs-beegfs_15p,estimated_trMiB_tmpfs-beegfs_9p,estimated_ts_slope_tmpfs-beegfs_9p,estimated_trMiB_ssd-beegfs_15p,estimated_ts_slope_ssd-beegfs_15p,estimated_trMiB_ssd-beegfs_9p,estimated_ts_slope_ssd-beegfs_9p
900,1,1,7336.92242114237,16.415042877197266,96,96,0.351642691,[4],4,24,46.68102962844539,5,2346,run_mapfeature,196055-dc001,IMERG_landmask_180W-180E_60S-60N.nc,8.0,initial_data,1485.2781300544739,,,,,,,,,,,,,,,,,169077.86116791758,0.003102905197938084,21592.781493726125,0.003102905197938084,117932.28835497992,0.003102905197938084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,1,1,7402.157289002557,16.560994148254395,96,96,0.183890979,[4],4,24,90.0587632863404,5,2346,run_mapfeature,196056-dc001,cloudid_20160802_061500.nc,8.0,run_idfeature,1485.2781300544739,,,,,,,,,,,,,,,,,169078.26459865549,0.003165361987785843,21592.797440679373,0.003165361987785843,117932.30541409504,0.003165361987785843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,1,1,7402.157289002557,16.560994148254395,96,96,0.183890979,[4],4,24,90.0587632863404,5,2346,run_mapfeature,196056-dc001,IMERG_landmask_180W-180E_60S-60N.nc,8.0,initial_data,1485.2781300544739,,,,,,,,,,,,,,,,,169078.26459865549,0.003165361987785843,21592.797440679373,0.003165361987785843,117932.30541409504,0.003165361987785843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,1,1,7312.135123614663,16.359585762023926,96,96,0.292389282,[4],4,24,55.95138662443833,5,2346,run_mapfeature,196057-dc001,cloudid_20160801_231500.nc,8.0,run_idfeature,1485.2781300544739,,,,,,,,,,,,,,,,,169077.7078763105,0.0030791734869166122,21592.775434361127,0.0030791734869166122,117932.28187302669,0.0030791734869166122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,1,1,7312.135123614663,16.359585762023926,96,96,0.292389282,[4],4,24,55.95138662443833,5,2346,run_mapfeature,196057-dc001,IMERG_landmask_180W-180E_60S-60N.nc,8.0,initial_data,1485.2781300544739,,,,,,,,,,,,,,,,,169077.7078763105,0.0030791734869166122,21592.775434361127,0.0030791734869166122,117932.28187302669,0.0030791734869166122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,1,1,3774.0669224211424,8.443795204162598,96,96,0.214943301,[4],4,24,39.2838258502534,5,2346,run_mapfeature,196058-dc001,cloudid_20160801_021500.nc,8.0,run_idfeature,1485.2781300544739,,,,,,,,,,,,,,,,,146115.5809343846,0.8952040763089656,20974.5466676206,0.8952040763089656,123779.38028253385,0.8952040763089656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,1,1,3774.0669224211424,8.443795204162598,96,96,0.214943301,[4],4,24,39.2838258502534,5,2346,run_mapfeature,196058-dc001,IMERG_landmask_180W-180E_60S-60N.nc,8.0,initial_data,1485.2781300544739,,,,,,,,,,,,,,,,,146115.5809343846,0.8952040763089656,20974.5466676206,0.8952040763089656,123779.38028253385,0.8952040763089656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,1,1,7690.479539641944,17.206063270568848,96,96,0.268992919,[4],4,24,63.964744256219056,5,2346,run_mapfeature,196059-dc001,cloudid_20160801_171500.nc,8.0,run_idfeature,1485.2781300544739,,,,,,,,,,,,,,,,,169080.0476644015,0.003441405809246653,21592.867922334397,0.003441405809246653,117932.38081123508,0.003441405809246653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,1,1,7690.479539641944,17.206063270568848,96,96,0.268992919,[4],4,24,63.964744256219056,5,2346,run_mapfeature,196059-dc001,IMERG_landmask_180W-180E_60S-60N.nc,8.0,initial_data,1485.2781300544739,,,,,,,,,,,,,,,,,169080.0476644015,0.003441405809246653,21592.867922334397,0.003441405809246653,117932.38081123508,0.003441405809246653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,1,1,5824.933077578858,13.032238960266113,96,96,0.255365577,[4],4,24,51.033655801878545,5,2346,run_mapfeature,196060-dc001,cloudid_20160801_051500.nc,8.0,run_idfeature,1485.2781300544739,,,,,,,,,,,,,,,,,169068.5106013176,0.0016553051064442188,21592.411881214164,0.0016553051064442188,117931.89296519638,0.0016553051064442188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,1,1,5824.933077578858,13.032238960266113,96,96,0.255365577,[4],4,24,51.033655801878545,5,2346,run_mapfeature,196060-dc001,IMERG_landmask_180W-180E_60S-60N.nc,8.0,initial_data,1485.2781300544739,,,,,,,,,,,,,,,,,169068.5106013176,0.0016553051064442188,21592.411881214164,0.0016553051064442188,117931.89296519638,0.0016553051064442188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,1,1,7379.609974424552,16.51054859161377,96,96,0.178896705,[4],4,24,92.29095969997753,5,2346,run_mapfeature,196061-dc001,cloudid_20160802_131500.nc,8.0,run_idfeature,1485.2781300544739,,,,,,,,,,,,,,,,,169078.12515973183,0.0031437748682833105,21592.79192888816,0.0031437748682833105,117932.29951790413,0.0031437748682833105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,1,1,7379.609974424552,16.51054859161377,96,96,0.178896705,[4],4,24,92.29095969997753,5,2346,run_mapfeature,196061-dc001,IMERG_landmask_180W-180E_60S-60N.nc,8.0,initial_data,1485.2781300544739,,,,,,,,,,,,,,,,,169078.12515973183,0.0031437748682833105,21592.79192888816,0.0031437748682833105,117932.29951790413,0.0031437748682833105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,1,1,6545.928388746803,14.645336151123047,96,96,0.177376074,[4],4,24,82.5665819569501,5,2346,run_mapfeature,196747-dc003,cloudid_20160801_071500.nc,8.0,run_idfeature,1485.2781300544739,,,,,,,,,,,,,,,,,169072.9694387453,0.0023455962667995583,21592.58813172096,0.0023455962667995583,117932.08150764956,0.0023455962667995583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,1,1,6545.928388746803,14.645336151123047,96,96,0.177376074,[4],4,24,82.5665819569501,5,2346,run_mapfeature,196747-dc003,IMERG_landmask_180W-180E_60S-60N.nc,8.0,initial_data,1485.2781300544739,,,,,,,,,,,,,,,,,169072.9694387453,0.0023455962667995583,21592.58813172096,0.0023455962667995583,117932.08150764956,0.0023455962667995583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,1,1,7373.063086104007,16.495901107788086,96,96,0.174635243,[4],4,24,94.45917573343478,5,2346,run_mapfeature,196748-dc003,cloudid_20160802_201500.nc,8.0,run_idfeature,1485.2781300544739,,,,,,,,,,,,,,,,,169078.0846719364,0.00313750678433671,21592.790328472227,0.00313750678433671,117932.29780587305,0.00313750678433671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,1,1,7373.063086104007,16.495901107788086,96,96,0.174635243,[4],4,24,94.45917573343478,5,2346,run_mapfeature,196748-dc003,IMERG_landmask_180W-180E_60S-60N.nc,8.0,initial_data,1485.2781300544739,,,,,,,,,,,,,,,,,169078.0846719364,0.00313750678433671,21592.790328472227,0.00313750678433671,117932.29780587305,0.00313750678433671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,1,1,7340.062659846547,16.42206859588623,96,96,0.284325344,[4],4,24,57.758018911906184,5,2346,run_mapfeature,196749-dc003,cloudid_20160801_141500.nc,8.0,run_idfeature,1485.2781300544739,,,,,,,,,,,,,,,,,169077.88058803536,0.0031059117071141115,21592.782261371423,0.0031059117071141115,117932.28917616184,0.0031059117071141115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,1,1,7340.062659846547,16.42206859588623,96,96,0.284325344,[4],4,24,57.758018911906184,5,2346,run_mapfeature,196749-dc003,IMERG_landmask_180W-180E_60S-60N.nc,8.0,initial_data,1485.2781300544739,,,,,,,,,,,,,,,,,169077.88058803536,0.0031059117071141115,21592.782261371423,0.0031059117071141115,117932.28917616184,0.0031059117071141115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,1,1,2961.1815856777494,6.625110626220703,96,96,0.191697345,[4],4,24,34.56026282586597,5,2346,run_mapfeature,196750-dc003,cloudid_20160801_011500.nc,8.0,run_idfeature,1485.2781300544739,,,,,,,,,,,,,,,,,144091.21274557032,0.6305929640878091,20938.91190424646,0.6305929640878091,124706.6470677701,0.6305929640878091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,1,1,2961.1815856777494,6.625110626220703,96,96,0.191697345,[4],4,24,34.56026282586597,5,2346,run_mapfeature,196750-dc003,IMERG_landmask_180W-180E_60S-60N.nc,8.0,initial_data,1485.2781300544739,,,,,,,,,,,,,,,,,144091.21274557032,0.6305929640878091,20938.91190424646,0.6305929640878091,124706.6470677701,0.6305929640878091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,1,1,7462.293691389599,16.69553852081299,96,96,0.194666748,[4],4,24,85.76471684220557,5,2346,run_mapfeature,196751-dc003,cloudid_20160801_131500.nc,8.0,run_idfeature,1485.2781300544739,,,,,,,,,,,,,,,,,169078.63649905147,0.003222937434311427,21592.81214129009,0.003222937434311427,117932.32113994604,0.003222937434311427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,1,1,7462.293691389599,16.69553852081299,96,96,0.194666748,[4],4,24,85.76471684220557,5,2346,run_mapfeature,196751-dc003,IMERG_landmask_180W-180E_60S-60N.nc,8.0,initial_data,1485.2781300544739,,,,,,,,,,,,,,,,,169078.63649905147,0.003222937434311427,21592.81214129009,0.003222937434311427,117932.32113994604,0.003222937434311427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,1,1,7367.857203751066,16.484253883361816,96,96,0.152722711,[4],4,24,107.93583858894317,5,2346,run_mapfeature,196752-dc003,cloudid_20160802_191500.nc,8.0,run_idfeature,1485.2781300544739,,,,,,,,,,,,,,,,,169078.05247729833,0.0031325225985668137,21592.78905587116,0.0031325225985668137,117932.29644451907,0.0031325225985668137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,1,1,7367.857203751066,16.484253883361816,96,96,0.152722711,[4],4,24,107.93583858894317,5,2346,run_mapfeature,196752-dc003,IMERG_landmask_180W-180E_60S-60N.nc,8.0,initial_data,1485.2781300544739,,,,,,,,,,,,,,,,,169078.05247729833,0.0031325225985668137,21592.78905587116,0.0031325225985668137,117932.29644451907,0.0031325225985668137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,1,1,7921.244671781757,17.72235870361328,96,96,0.161022759,[4],4,24,110.06120385512263,5,2346,run_mapfeature,196753-dc003,cloudid_20160801_191500.nc,8.0,run_idfeature,1485.2781300544739,,,,,,,,,,,,,,,,,169081.47478076722,0.003662343627242031,21592.92433389611,0.003662343627242031,117932.44115701466,0.003662343627242031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,1,1,7921.244671781757,17.72235870361328,96,96,0.161022759,[4],4,24,110.06120385512263,5,2346,run_mapfeature,196753-dc003,IMERG_landmask_180W-180E_60S-60N.nc,8.0,initial_data,1485.2781300544739,,,,,,,,,,,,,,,,,169081.47478076722,0.003662343627242031,21592.92433389611,0.003662343627242031,117932.44115701466,0.003662343627242031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,1,1,7429.907075873828,16.623079299926758,96,96,0.186641264,[4],4,24,89.06433091841232,5,2346,run_mapfeature,196754-dc003,cloudid_20160802_141500.nc,8.0,run_idfeature,1485.2781300544739,,,,,,,,,,,,,,,,,169078.4362111284,0.003191930028218662,21592.80422423805,0.003191930028218662,117932.31267074819,0.003191930028218662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,1,1,7429.907075873828,16.623079299926758,96,96,0.186641264,[4],4,24,89.06433091841232,5,2346,run_mapfeature,196754-dc003,IMERG_landmask_180W-180E_60S-60N.nc,8.0,initial_data,1485.2781300544739,,,,,,,,,,,,,,,,,169078.4362111284,0.003191930028218662,21592.80422423805,0.003191930028218662,117932.31267074819,0.003191930028218662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,1,1,7211.530264279625,16.13450050354004,96,96,0.303766519,[4],4,24,53.114808559728196,5,2346,run_mapfeature,196755-dc003,cloudid_20160801_111500.nc,8.0,run_idfeature,1485.2781300544739,,,,,,,,,,,,,,,,,169077.085707615,0.0029828529644221288,21592.75084105633,0.0029828529644221288,117932.25556455189,0.0029828529644221288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,1,1,7211.530264279625,16.13450050354004,96,96,0.303766519,[4],4,24,53.114808559728196,5,2346,run_mapfeature,196755-dc003,IMERG_landmask_180W-180E_60S-60N.nc,8.0,initial_data,1485.2781300544739,,,,,,,,,,,,,,,,,169077.085707615,0.0029828529644221288,21592.75084105633,0.0029828529644221288,117932.25556455189,0.0029828529644221288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,1,1,7459.425831202046,16.689122200012207,96,96,0.138058386,[4],4,24,120.88452345091305,5,2346,run_mapfeature,196756-dc003,cloudid_20160801_201500.nc,8.0,run_idfeature,1485.2781300544739,,,,,,,,,,,,,,,,,169078.6187633989,0.0032201917041992626,21592.81144022893,0.0032201917041992626,117932.32038999193,0.0032201917041992626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,1,1,7459.425831202046,16.689122200012207,96,96,0.138058386,[4],4,24,120.88452345091305,5,2346,run_mapfeature,196756-dc003,IMERG_landmask_180W-180E_60S-60N.nc,8.0,initial_data,1485.2781300544739,,,,,,,,,,,,,,,,,169078.6187633989,0.0032201917041992626,21592.81144022893,0.0032201917041992626,117932.32038999193,0.0032201917041992626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,1,1,7426.627024722932,16.61574077606201,96,96,0.234842422,[4],4,24,70.7527227600387,5,2346,run_mapfeature,196757-dc003,cloudid_20160802_071500.nc,8.0,run_idfeature,1485.2781300544739,,,,,,,,,,,,,,,,,169078.41592637118,0.0031887896606186163,21592.803422414974,0.0031887896606186163,117932.3118130049,0.0031887896606186163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,1,1,7426.627024722932,16.61574077606201,96,96,0.234842422,[4],4,24,70.7527227600387,5,2346,run_mapfeature,196757-dc003,IMERG_landmask_180W-180E_60S-60N.nc,8.0,initial_data,1485.2781300544739,,,,,,,,,,,,,,,,,169078.41592637118,0.0031887896606186163,21592.803422414974,0.0031887896606186163,117932.3118130049,0.0031887896606186163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,1,1,7245.307757885763,16.210071563720703,96,96,0.283489407,[4],4,24,57.180519495462846,5,2346,run_mapfeature,196758-dc003,cloudid_20160801_121500.nc,8.0,run_idfeature,1485.2781300544739,,,,,,,,,,,,,,,,,169077.2945971187,0.003015192016970897,21592.759098114697,0.003015192016970897,117932.26439746856,0.003015192016970897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,1,1,7245.307757885763,16.210071563720703,96,96,0.283489407,[4],4,24,57.180519495462846,5,2346,run_mapfeature,196758-dc003,IMERG_landmask_180W-180E_60S-60N.nc,8.0,initial_data,1485.2781300544739,,,,,,,,,,,,,,,,,169077.2945971187,0.003015192016970897,21592.759098114697,0.003015192016970897,117932.26439746856,0.003015192016970897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,1,1,5351.2797651807,27.818513870239258,96,96,0.785994111,[4],4,24,35.39277646094126,5,5451,run_mapfeature,199711-dc001,cloudid_20160802_221500.nc,8.0,run_idfeature,1485.2781300544739,,,,,,,,,,,,,,,,,169065.58139625294,0.0012018226918473311,21592.296094557772,0.0012018226918473311,117931.76910342352,0.0012018226918473311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,0,1,3140.6309372349447,28.25015163421631,96,96,0.176243246,[4],4,24,160.29069070945454,5,9432,run_mapfeature,199711-dc001,mcstrack_20160802_221500.nc,8.0,run_idfeature,1485.2781300544739,,,,,,,,,,,,,,,,,2431.3459437423867,0.6890074665478335,6682.119720403472,0.6890074665478335,86135.55123245758,0.6890074665478335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,1,1,5237.43074665199,27.226672172546387,96,96,0.941368199,[4],4,24,28.92244735000485,5,5451,run_mapfeature,199712-dc001,cloudid_20160801_141500.nc,8.0,run_idfeature,1485.2781300544739,,,,,,,,,,,,,,,,,169064.87732195863,0.001092822023066014,21592.268263659425,0.001092822023066014,117931.73933156104,0.001092822023066014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,0,1,3073.039122137405,27.642159461975098,96,96,0.153022794,[4],4,24,180.64079696502665,5,9432,run_mapfeature,199712-dc001,mcstrack_20160801_141500.nc,8.0,run_idfeature,1485.2781300544739,,,,,,,,,,,,,,,,,2426.2080182187465,0.6670049225707698,6685.388492389016,0.6670049225707698,85979.8836011019,0.6670049225707698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,1,1,5326.809209319391,27.691304206848145,96,96,0.384741712,[4],4,24,71.97375107289677,5,5451,run_mapfeature,199713-dc001,cloudid_20160801_201500.nc,8.0,run_idfeature,1485.2781300544739,,,,,,,,,,,,,,,,,169065.43006346526,0.0011783942337999682,21592.290112621682,0.0011783942337999682,117931.76270429918,0.0011783942337999682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,0,1,3126.807463952502,28.125808715820312,96,96,0.1357533,[4],4,24,207.18324133424613,5,9432,run_mapfeature,199713-dc001,mcstrack_20160801_201500.nc,8.0,run_idfeature,1485.2781300544739,,,,,,,,,,,,,,,,,2430.2951659803052,0.6845076380053717,6682.788230076475,0.6845076380053717,86103.71502063399,0.6845076380053717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,1,1,5274.547605943863,27.419623374938965,96,96,1.056169247,[4],4,24,25.961391559944715,5,5451,run_mapfeature,199714-dc001,cloudid_20160801_231500.nc,8.0,run_idfeature,1485.2781300544739,,,,,,,,,,,,,,,,,169065.10686303725,0.0011283582317936805,21592.27733704057,0.0011283582317936805,117931.74903773193,0.0011283582317936805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,0,1,3104.617260390161,27.926206588745117,96,96,0.1589999,[4],4,24,175.63662988935917,5,9432,run_mapfeature,199714-dc001,mcstrack_20160801_231500.nc,8.0,run_idfeature,1485.2781300544739,,,,,,,,,,,,,,,,,2428.608399422946,0.6772842644499222,6683.861358763039,0.6772842644499222,86052.60977330685,0.6772842644499222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,1,1,5020.710695285269,26.10005760192871,96,96,0.628948146,[4],4,24,41.497948229787305,5,5451,run_mapfeature,199715-dc001,cloudid_20160801_091500.nc,8.0,run_idfeature,1485.2781300544739,,,,,,,,,,,,,,,,,169063.5370643156,0.0008853311650632555,21592.215285480102,0.0008853311650632555,117931.68265861254,0.0008853311650632555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,0,1,2939.57622985581,26.44165325164795,96,96,0.130684275,[4],4,24,202.33232538228452,5,9432,run_mapfeature,199715-dc001,mcstrack_20160801_091500.nc,8.0,run_idfeature,1485.2781300544739,,,,,,,,,,,,,,,,,2416.0629673760827,0.6235599706561882,6691.842820664862,0.6235599706561882,85672.51129152015,0.6235599706561882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,1,1,5351.532195927352,27.819826126098633,96,96,0.708022575,[4],4,24,39.29228686825223,5,5451,run_mapfeature,199716-dc001,cloudid_20160802_181500.nc,8.0,run_idfeature,1485.2781300544739,,,,,,,,,,,,,,,,,169065.58295735554,0.001202064372632652,21592.29615626559,0.001202064372632652,117931.7691694349,0.001202064372632652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,0,1,3142.7161331354673,28.27490234375,96,96,0.120268959,[4],4,24,235.0972568387326,5,9434,run_mapfeature,199716-dc001,mcstrack_20160802_181500.nc,8.0,run_idfeature,1485.2781300544739,,,,,,,,,,,,,,,,,2431.5044478633904,0.689686241255035,6682.0188793484685,0.689686241255035,86140.35355218044,0.689686241255035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,1,1,3946.7888460832874,20.517297744750977,96,96,0.599796606,[4],4,24,34.20709210340376,5,5451,run_mapfeature,199717-dc001,cloudid_20160801_031500.nc,8.0,run_idfeature,1485.2781300544739,,,,,,,,,,,,,,,,,146545.71880496456,0.9514286608344035,20982.118344216324,0.9514286608344035,123582.35458203881,0.9514286608344035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,0,1,2305.3282094773667,20.738755226135254,96,96,0.106174932,[4],4,24,195.32628686906298,5,9433,run_mapfeature,199717-dc001,mcstrack_20160801_031500.nc,8.0,run_idfeature,1485.2781300544739,,,,,,,,,,,,,,,,,2367.8512262426602,0.4170990265225803,6722.515353395466,0.4170990265225803,84211.8035581672,0.4170990265225803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,1,1,5300.031737295909,27.552102088928223,96,96,1.021940733,[4],4,24,26.960567476400044,5,5451,run_mapfeature,199718-dc001,cloudid_20160802_021500.nc,8.0,run_idfeature,1485.2781300544739,,,,,,,,,,,,,,,,,169065.26446406034,0.0011527571014245451,21592.28356674969,0.0011527571014245451,117931.75570190931,0.0011527571014245451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,0,1,3114.8008905852416,28.01780891418457,96,96,0.1701712,[4],4,24,164.64483363920905,5,9432,run_mapfeature,199718-dc001,mcstrack_20160802_021500.nc,8.0,run_idfeature,1485.2781300544739,,,,,,,,,,,,,,,,,2429.382498083074,0.6805992482373834,6683.368873614581,0.6805992482373834,86076.06322826708,0.6805992482373834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,1,1,5338.771968446156,27.75349235534668,96,96,0.469224916,[4],4,24,59.14752479884653,5,5451,run_mapfeature,199719-dc001,cloudid_20160802_061500.nc,8.0,run_idfeature,1485.2781300544739,,,,,,,,,,,,,,,,,169065.50404452631,0.0011898475494467643,21592.293036971296,0.0011898475494467643,117931.76583259687,0.0011898475494467643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,0,1,3136.3702290076335,28.21182632446289,96,96,0.175251687,[4],4,24,160.97891442530246,5,9432,run_mapfeature,199719-dc001,mcstrack_20160802_061500.nc,8.0,run_idfeature,1485.2781300544739,,,,,,,,,,,,,,,,,2431.022070185828,0.687620517255089,6682.325770258352,0.687620517255089,86125.73858936335,0.687620517255089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,1,1,5260.583012291323,27.347028732299805,96,96,0.741764498,[4],4,24,36.86753518945012,5,5451,run_mapfeature,199720-dc001,cloudid_20160801_221500.nc,8.0,run_idfeature,1485.2781300544739,,,,,,,,,,,,,,,,,169065.02050206947,0.001114988331314456,21592.273923333614,0.001114988331314456,117931.74538594848,0.001114988331314456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
