operation,randomOffset,transferSize,aggregateFilesizeMB,numTasks,totalTime,numNodes,tasksPerNode,parallelism,trMiB,storageType
write,0,16777216,5120,4,0.4808,2,2,8,10649.4436,beegfs
read,0,16777216,5120,4,0.6426,2,2,8,7967.8329,beegfs
write,0,1073741824,51200,32,2.0658,2,16,64,15861.7576,beegfs
read,0,1073741824,51200,32,1.6451,2,16,64,19918.7615,beegfs
write,0,1024,1024,128,1.7926,2,64,256,571.2266,beegfs
read,0,1024,1024,128,0.1026,2,64,256,9976.8204,beegfs
write,0,268435456,1024,4,0.1366,2,2,8,7498.8065,beegfs
read,0,268435456,1024,4,0.0917,2,2,8,11171.0859,beegfs
write,0,67108864,51200,4,6.1194,2,2,8,8366.8882,beegfs
read,0,67108864,51200,4,9.9713,2,2,8,5134.7578,beegfs
write,0,4194304,51200,4,5.7766,2,2,8,8863.412,beegfs
read,0,4194304,51200,4,6.8778,2,2,8,7444.2882,beegfs
write,0,16777216,51200,8,4.0249,2,4,16,12720.7737,beegfs
read,0,16777216,51200,8,3.7013,2,4,16,13833.0287,beegfs
write,0,1073741824,5120,2,0.7467,2,1,4,5485.2566,beegfs
read,0,1073741824,5120,2,0.7025,2,1,4,5830.2707,beegfs
write,0,268435456,5120,8,0.2554,2,4,16,16035.2969,beegfs
read,0,268435456,5120,8,0.2402,2,4,16,17051.999,beegfs
write,0,1024,1024,2,0.9895,2,1,4,1034.8502,beegfs
read,0,1024,1024,2,0.8061,2,1,4,1270.3525,beegfs
write,0,67108864,1024,2,0.2742,2,1,4,3734.8716,beegfs
read,0,67108864,1024,2,0.1804,2,1,4,5674.9756,beegfs
write,0,1024,51200,16,5.711,2,8,32,8965.1343,beegfs
read,0,1024,51200,16,5.438,2,8,32,9415.2535,beegfs
write,0,16777216,1024,8,0.1631,2,4,16,6277.2275,beegfs
read,0,16777216,1024,8,0.0616,2,4,16,16629.626,beegfs
write,0,1073741824,51200,4,5.5206,2,2,8,8903.3818,beegfs
read,0,1073741824,51200,4,6.2942,2,2,8,7809.0675,beegfs
write,0,4096,1024,64,0.8632,2,32,128,1186.3315,beegfs
read,0,4096,1024,64,0.0591,2,32,128,17323.2101,beegfs
write,0,4194304,1024,16,0.2474,2,8,32,4139.5905,beegfs
read,0,4194304,1024,16,0.0594,2,8,32,17239.1307,beegfs
write,0,1048576,1024,16,0.2698,2,8,32,3795.5533,beegfs
read,0,1048576,1024,16,0.0643,2,8,32,15933.064,beegfs
write,0,1073741824,51200,32,2.0997,2,16,64,15605.9463,beegfs
read,0,1073741824,51200,32,1.7115,2,16,64,19145.8187,beegfs
write,0,268435456,51200,2,10.0437,2,1,4,5097.7427,beegfs
read,0,268435456,51200,2,20.3649,2,1,4,2514.1265,beegfs
write,0,4096,5120,128,0.4368,2,64,256,11720.4507,beegfs
read,0,4096,5120,128,0.2731,2,64,256,18747.4647,beegfs
write,0,268435456,51200,64,3.5871,2,32,128,13702.6113,beegfs
read,0,268435456,51200,64,2.4094,2,32,128,20400.1868,beegfs
write,0,1024,1024,32,0.5085,2,16,64,2013.6043,beegfs
read,0,1024,1024,32,0.0674,2,16,64,15183.375,beegfs
write,0,64,1024,64,1.0046,2,32,128,1019.2682,beegfs
read,0,64,1024,64,0.151,2,32,128,6779.6504,beegfs
write,0,16777216,1024,64,0.9035,2,32,128,1133.3545,beegfs
read,0,16777216,1024,64,0.0631,2,32,128,16225.9116,beegfs
write,0,64,1024,64,0.9015,2,32,128,1135.8633,beegfs
read,0,64,1024,64,0.1544,2,32,128,6633.1372,beegfs
write,0,67108864,51200,128,3.9717,2,64,256,12375.4611,beegfs
read,0,67108864,51200,128,2.4809,2,64,256,19812.0862,beegfs
write,0,67108864,51200,64,3.581,2,32,128,13725.7151,beegfs
read,0,67108864,51200,64,2.5479,2,32,128,19290.8873,beegfs
write,0,4194304,5120,16,0.3145,2,8,32,16281.9926,beegfs
read,0,4194304,5120,16,0.2551,2,8,32,20073.1227,beegfs
write,0,1048576,1024,32,0.4677,2,16,64,2189.6596,beegfs
read,0,1048576,1024,32,0.0594,2,16,64,17243.0504,beegfs
write,0,1073741824,51200,16,3.0856,2,8,32,15929.6219,beegfs
read,0,1073741824,51200,16,2.5765,2,8,32,19076.6947,beegfs
write,0,1024,5120,2,4.3402,2,1,4,1179.67,beegfs
read,0,1024,5120,2,3.6194,2,1,4,1414.6038,beegfs
write,0,64,1024,4,2.208,2,2,8,463.7682,beegfs
read,0,64,1024,4,2.0189,2,2,8,507.2102,beegfs
write,0,4096,1024,2,0.8494,2,1,4,1205.5285,beegfs
read,0,4096,1024,2,0.625,2,1,4,1638.3908,beegfs
write,0,4194304,51200,4,5.9869,2,2,8,8552.0585,beegfs
read,0,4194304,51200,4,6.1913,2,2,8,8269.7189,beegfs
write,0,1048576,5120,128,0.4492,2,64,256,11399.1884,beegfs
read,0,1048576,5120,128,0.2724,2,64,256,18793.0067,beegfs
write,0,4194304,5120,4,0.4458,2,2,8,11484.7981,beegfs
read,0,4194304,5120,4,0.4764,2,2,8,10747.6865,beegfs
write,0,67108864,5120,64,0.2749,2,32,128,14898.9992,beegfs
read,0,67108864,5120,64,0.2086,2,32,128,19635.1142,beegfs
write,0,4096,51200,64,4.4523,2,32,128,11499.5943,beegfs
read,0,4096,51200,64,2.5612,2,32,128,19990.2574,beegfs
write,0,16777216,5120,4,0.4636,2,2,8,11043.57,beegfs
read,0,16777216,5120,4,0.5231,2,2,8,9787.5762,beegfs
write,0,16777216,1024,16,0.253,2,8,32,4046.6544,beegfs
read,0,16777216,1024,16,0.0547,2,8,32,18733.5834,beegfs
write,0,67108864,51200,128,3.9496,2,64,256,12444.8709,beegfs
read,0,67108864,51200,128,2.4608,2,64,256,19973.8797,beegfs
write,0,268435456,5120,16,0.253,2,8,32,16190.61,beegfs
read,0,268435456,5120,16,0.2362,2,8,32,17343.3788,beegfs
write,0,1048576,51200,16,3.906,2,8,32,13108.0362,beegfs
read,0,1048576,51200,16,2.7904,2,8,32,18348.8522,beegfs
write,0,16777216,5120,2,1.0633,2,1,4,4815.1855,beegfs
read,0,16777216,5120,2,0.936,2,1,4,5470.3049,beegfs
write,0,4096,5120,16,0.5293,2,8,32,9673.7121,beegfs
read,0,4096,5120,16,0.4193,2,8,32,12210.3327,beegfs
write,0,1024,51200,32,4.3052,2,16,64,11892.7037,beegfs
read,0,1024,51200,32,3.0197,2,16,64,16955.1324,beegfs
write,0,1048576,1024,2,0.3947,2,1,4,2594.5655,beegfs
read,0,1048576,1024,2,0.3522,2,1,4,2907.1076,beegfs
write,0,16777216,1024,64,0.911,2,32,128,1124.0855,beegfs
read,0,16777216,1024,64,0.0539,2,32,128,18983.1111,beegfs
write,0,16777216,1024,2,0.2487,2,1,4,4117.4806,beegfs
read,0,16777216,1024,2,0.179,2,1,4,5719.1705,beegfs
write,0,4194304,1024,2,0.2418,2,1,4,4235.5955,beegfs
read,0,4194304,1024,2,0.1691,2,1,4,6056.2646,beegfs
write,0,64,1024,2,4.3578,2,1,4,234.9812,beegfs
read,0,64,1024,2,4.1313,2,1,4,247.8632,beegfs
write,0,1048576,51200,64,4.3519,2,32,128,11764.9715,beegfs
read,0,1048576,51200,64,2.4934,2,32,128,20534.3552,beegfs
write,0,16777216,5120,2,0.8398,2,1,4,6096.4671,beegfs
read,0,16777216,5120,2,0.8474,2,1,4,6041.7116,beegfs
write,0,268435456,51200,128,2.5799,2,64,256,12701.2919,beegfs
read,0,268435456,51200,128,1.6752,2,64,256,19561.1692,beegfs
write,0,4194304,5120,64,0.3712,2,32,128,13794.6813,beegfs
read,0,4194304,5120,64,0.2619,2,32,128,19551.143,beegfs
write,0,4194304,1024,2,0.2533,2,1,4,4042.9696,beegfs
read,0,4194304,1024,2,0.1777,2,1,4,5762.9214,beegfs
write,0,4096,1024,8,0.3035,2,4,16,3373.4195,beegfs
read,0,4096,1024,8,0.189,2,4,16,5416.6329,beegfs
write,0,1024,5120,64,0.4525,2,32,128,11315.9394,beegfs
read,0,1024,5120,64,0.2582,2,32,128,19829.7313,beegfs
write,0,4194304,51200,2,11.7304,2,1,4,4364.7392,beegfs
read,0,4194304,51200,2,21.0723,2,1,4,2429.7265,beegfs
write,0,67108864,51200,8,4.2149,2,4,16,12147.3239,beegfs
read,0,67108864,51200,8,4.2539,2,4,16,12036.0945,beegfs
write,0,1024,51200,128,4.3023,2,64,256,11900.5555,beegfs
read,0,1024,51200,128,2.5442,2,64,256,20124.3454,beegfs
write,0,4194304,5120,4,0.4563,2,2,8,11219.7481,beegfs
read,0,4194304,5120,4,0.4874,2,2,8,10504.4237,beegfs
write,0,1024,51200,64,4.3984,2,32,128,11640.6867,beegfs
read,0,1024,51200,64,2.6078,2,32,128,19633.2834,beegfs
write,0,268435456,51200,32,3.5968,2,16,64,13665.4049,beegfs
read,0,268435456,51200,32,2.4715,2,16,64,19887.7757,beegfs
write,0,67108864,51200,4,6.0486,2,2,8,8464.7444,beegfs
read,0,67108864,51200,4,10.2475,2,2,8,4996.3368,beegfs
write,0,16777216,51200,2,10.0427,2,1,4,5098.2418,beegfs
read,0,16777216,51200,2,20.2929,2,1,4,2523.0554,beegfs
write,0,4194304,5120,32,0.3167,2,16,64,16165.8166,beegfs
read,0,4194304,5120,32,0.2624,2,16,64,19514.4361,beegfs
write,0,1048576,5120,64,0.4226,2,32,128,12114.7722,beegfs
read,0,1048576,5120,64,0.2595,2,32,128,19732.7424,beegfs
write,0,67108864,51200,2,11.4672,2,1,4,4464.8892,beegfs
read,0,67108864,51200,2,21.1372,2,1,4,2422.2696,beegfs
write,0,1024,51200,2,45.8395,2,1,4,1116.9418,beegfs
read,0,1024,51200,2,46.2091,2,1,4,1108.007,beegfs
write,0,1024,1024,4,0.5258,2,2,8,1947.4841,beegfs
read,0,1024,1024,4,0.3882,2,2,8,2637.6526,beegfs
write,0,64,1024,4,2.2183,2,2,8,461.616,beegfs
read,0,64,1024,4,2.0727,2,2,8,494.0485,beegfs
write,0,268435456,51200,16,3.1713,2,8,32,15499.0076,beegfs
read,0,268435456,51200,16,2.6241,2,8,32,18730.994,beegfs
write,0,16777216,5120,64,0.3644,2,32,128,14051.4141,beegfs
read,0,16777216,5120,64,0.2747,2,32,128,18640.4512,beegfs
write,0,1048576,1024,32,0.4503,2,16,64,2273.9394,beegfs
read,0,1048576,1024,32,0.0542,2,16,64,18889.9526,beegfs
write,0,16777216,51200,64,3.5834,2,32,128,14288.2162,beegfs
read,0,16777216,51200,64,2.5163,2,32,128,20346.9551,beegfs
write,0,268435456,1024,2,0.2568,2,1,4,3987.8328,beegfs
read,0,268435456,1024,2,0.167,2,1,4,6132.0372,beegfs
write,0,67108864,1024,4,0.147,2,2,8,6963.7447,beegfs
read,0,67108864,1024,4,0.1016,2,2,8,10076.8861,beegfs
write,0,4194304,51200,8,4.0422,2,4,16,12666.421,beegfs
read,0,4194304,51200,8,3.9144,2,4,16,13079.8482,beegfs
write,0,4096,1024,8,0.3001,2,4,16,3412.7165,beegfs
read,0,4096,1024,8,0.1695,2,4,16,6041.5188,beegfs
write,0,1024,1024,2,1.0207,2,1,4,1003.1903,beegfs
read,0,1024,1024,2,0.8227,2,1,4,1244.6782,beegfs
write,0,67108864,51200,64,3.4536,2,32,128,14232.2312,beegfs
read,0,67108864,51200,64,2.4358,2,32,128,20179.219,beegfs
write,0,1024,1024,8,0.3388,2,4,16,3022.0535,beegfs
read,0,1024,1024,8,0.2174,2,4,16,4710.0985,beegfs
write,0,4194304,1024,64,0.9197,2,32,128,1113.4059,beegfs
read,0,4194304,1024,64,0.0636,2,32,128,16097.8419,beegfs
write,0,1048576,51200,2,17.8889,2,1,4,2862.1098,beegfs
read,0,1048576,51200,2,36.7298,2,1,4,1393.9639,beegfs
write,0,1073741824,51200,2,11.2662,2,1,4,4544.5601,beegfs
read,0,1073741824,51200,2,21.1396,2,1,4,2421.9962,beegfs
write,0,16777216,1024,4,0.167,2,2,8,6132.0039,beegfs
read,0,16777216,1024,4,0.1125,2,2,8,9102.6036,beegfs
write,0,4096,1024,2,0.7824,2,1,4,1308.7514,beegfs
read,0,4096,1024,2,0.597,2,1,4,1715.3404,beegfs
write,0,4194304,5120,32,0.3235,2,16,64,15829.0673,beegfs
read,0,4194304,5120,32,0.2701,2,16,64,18954.3719,beegfs
write,0,4194304,1024,8,0.1707,2,4,16,5997.6733,beegfs
read,0,4194304,1024,8,0.0658,2,4,16,15553.2586,beegfs
write,0,1024,5120,64,0.4607,2,32,128,11113.8499,beegfs
read,0,1024,5120,64,0.2697,2,32,128,18987.2398,beegfs
write,0,4194304,1024,16,0.2594,2,8,32,3947.9799,beegfs
read,0,4194304,1024,16,0.0537,2,8,32,19080.2638,beegfs
write,0,1048576,1024,2,0.4078,2,1,4,2511.1823,beegfs
read,0,1048576,1024,2,0.2973,2,1,4,3444.5482,beegfs
write,0,64,1024,128,1.8037,2,64,256,567.708,beegfs
read,0,64,1024,128,0.152,2,64,256,6735.9184,beegfs
write,0,16777216,1024,32,0.451,2,16,64,2270.6324,beegfs
read,0,16777216,1024,32,0.0551,2,16,64,18583.6399,beegfs
write,0,16777216,5120,8,0.3254,2,4,16,15733.4314,beegfs
read,0,16777216,5120,8,0.2707,2,4,16,18910.6888,beegfs
write,0,4096,5120,8,0.8817,2,4,16,5806.6624,beegfs
read,0,4096,5120,8,0.7601,2,4,16,6735.5294,beegfs
write,0,1048576,1024,4,0.2314,2,2,8,4425.6863,beegfs
read,0,1048576,1024,4,0.1525,2,2,8,6714.3524,beegfs
write,0,16777216,51200,128,4.1793,2,64,256,12250.9509,beegfs
read,0,16777216,51200,128,2.5482,2,64,256,20092.5723,beegfs
write,0,4096,51200,64,4.4248,2,32,128,11571.2224,beegfs
read,0,4096,51200,64,2.4911,2,32,128,20553.0614,beegfs
write,0,16777216,51200,4,6.3474,2,2,8,8066.2503,beegfs
read,0,16777216,51200,4,10.0698,2,2,8,5084.4971,beegfs
write,0,67108864,1024,16,0.2649,2,8,32,3865.0698,beegfs
read,0,67108864,1024,16,0.0569,2,8,32,17981.9876,beegfs
write,0,16777216,1024,8,0.1701,2,4,16,6018.5341,beegfs
read,0,16777216,1024,8,0.062,2,4,16,16513.9218,beegfs
write,0,67108864,5120,2,0.7749,2,1,4,6607.6466,beegfs
read,0,67108864,5120,2,0.7856,2,1,4,6517.0848,beegfs
write,0,4096,51200,16,4.8393,2,8,32,10580.0642,beegfs
read,0,4096,51200,16,4.8692,2,8,32,10515.0682,beegfs
write,0,1024,5120,32,0.4817,2,16,64,10629.0727,beegfs
read,0,1024,5120,32,0.3109,2,16,64,16470.7475,beegfs
write,0,67108864,51200,16,2.9874,2,8,32,17138.6725,beegfs
read,0,67108864,51200,16,2.7329,2,8,32,18734.8314,beegfs
write,0,64,1024,16,0.7554,2,8,32,1355.6206,beegfs
read,0,64,1024,16,0.5412,2,8,32,1892.2199,beegfs
write,0,64,1024,16,0.7364,2,8,32,1390.5042,beegfs
read,0,64,1024,16,0.5278,2,8,32,1940.2476,beegfs
write,0,4194304,1024,128,1.8125,2,64,256,564.9682,beegfs
read,0,4194304,1024,128,0.0928,2,64,256,11030.6079,beegfs
write,0,4194304,1024,64,0.9144,2,32,128,1119.8903,beegfs
read,0,4194304,1024,64,0.0654,2,32,128,15650.8345,beegfs
write,0,4194304,1024,64,0.9257,2,32,128,1106.1707,beegfs
read,0,4194304,1024,64,0.0634,2,32,128,16153.8819,beegfs
write,0,16777216,51200,64,3.6572,2,32,128,13999.9176,beegfs
read,0,16777216,51200,64,2.5393,2,32,128,20162.925,beegfs
write,0,4194304,51200,16,2.946,2,8,32,17379.7019,beegfs
read,0,4194304,51200,16,2.6773,2,8,32,19124.0119,beegfs
write,0,4194304,5120,8,0.3061,2,4,16,16728.9833,beegfs
read,0,4194304,5120,8,0.2711,2,4,16,18889.1749,beegfs
write,0,4194304,1024,8,0.1723,2,4,16,5944.1057,beegfs
read,0,4194304,1024,8,0.064,2,4,16,16011.0849,beegfs
write,0,1048576,5120,64,0.4284,2,32,128,11951.6546,beegfs
read,0,1048576,5120,64,0.2584,2,32,128,19812.8393,beegfs
write,0,67108864,1024,8,0.1766,2,4,16,5797.0214,beegfs
read,0,67108864,1024,8,0.0597,2,4,16,17151.7226,beegfs
write,0,4096,1024,4,0.439,2,2,8,2332.3728,beegfs
read,0,4096,1024,4,0.3155,2,2,8,3245.8402,beegfs
write,0,67108864,5120,16,0.32,2,8,32,15998.479,beegfs
read,0,67108864,5120,16,0.2762,2,8,32,18535.0071,beegfs
write,0,67108864,5120,8,0.3294,2,4,16,15545.722,beegfs
read,0,67108864,5120,8,0.2818,2,4,16,18167.4223,beegfs
write,0,4194304,1024,128,1.8642,2,64,256,549.3077,beegfs
read,0,4194304,1024,128,0.1071,2,64,256,9561.5466,beegfs
write,0,4096,51200,2,39.5843,2,1,4,1293.4417,beegfs
read,0,4096,51200,2,39.8498,2,1,4,1284.824,beegfs
write,0,16777216,5120,32,0.3061,2,16,64,16726.3236,beegfs
read,0,16777216,5120,32,0.2557,2,16,64,20026.0961,beegfs
write,0,1024,1024,64,0.9218,2,32,128,1110.9116,beegfs
read,0,1024,1024,64,0.0654,2,32,128,15648.1539,beegfs
write,0,4096,51200,2,41.3448,2,1,4,1238.3661,beegfs
read,0,4096,51200,2,42.4536,2,1,4,1206.0227,beegfs
write,0,4096,51200,32,4.2602,2,16,64,12018.1415,beegfs
read,0,4096,51200,32,2.6718,2,16,64,19163.0671,beegfs
write,0,64,1024,32,0.6849,2,16,64,1495.1815,beegfs
read,0,64,1024,32,0.2749,2,16,64,3724.8566,beegfs
write,0,1048576,5120,16,0.3595,2,8,32,14242.6248,beegfs
read,0,1048576,5120,16,0.2806,2,8,32,18247.1239,beegfs
write,0,1048576,1024,64,0.8934,2,32,128,1146.2308,beegfs
read,0,1048576,1024,64,0.0553,2,32,128,18517.5604,beegfs
write,0,4096,51200,128,4.3353,2,64,256,11809.9021,beegfs
read,0,4096,51200,128,2.4508,2,64,256,20891.1706,beegfs
write,0,4194304,51200,64,3.59,2,32,128,14261.9233,beegfs
read,0,4194304,51200,64,2.4944,2,32,128,20525.674,beegfs
write,0,64,1024,32,0.6945,2,16,64,1474.4171,beegfs
read,0,64,1024,32,0.2718,2,16,64,3767.3495,beegfs
write,0,16777216,5120,32,0.3209,2,16,64,15955.0383,beegfs
read,0,16777216,5120,32,0.2658,2,16,64,19263.2266,beegfs
write,0,4096,5120,32,0.4453,2,16,64,11499.0185,beegfs
read,0,4096,5120,32,0.269,2,16,64,19035.6715,beegfs
write,0,16777216,5120,16,0.3156,2,8,32,16221.6773,beegfs
read,0,16777216,5120,16,0.2739,2,8,32,18691.4618,beegfs
write,0,64,1024,8,1.1733,2,4,16,872.7187,beegfs
read,0,64,1024,8,1.0497,2,4,16,975.5602,beegfs
write,0,4096,51200,128,4.4352,2,64,256,11543.9672,beegfs
read,0,4096,51200,128,2.5721,2,64,256,19906.1993,beegfs
write,0,1048576,51200,2,18.8763,2,1,4,2712.3954,beegfs
read,0,1048576,51200,2,40.2968,2,1,4,1270.5729,beegfs
write,0,1048576,51200,4,8.99,2,2,8,5695.2142,beegfs
read,0,1048576,51200,4,17.7275,2,2,8,2888.173,beegfs
write,0,16777216,5120,8,0.3109,2,4,16,16465.8653,beegfs
read,0,16777216,5120,8,0.3048,2,4,16,16796.8223,beegfs
write,0,1073741824,5120,4,0.3299,2,2,8,12414.9402,beegfs
read,0,1073741824,5120,4,0.3924,2,2,8,10437.9613,beegfs
write,0,64,1024,2,4.3689,2,1,4,234.386,beegfs
read,0,64,1024,2,4.0848,2,1,4,250.6841,beegfs
write,0,1024,1024,16,0.3595,2,8,32,2848.423,beegfs
read,0,1024,1024,16,0.1132,2,8,32,9046.7568,beegfs
write,0,1024,1024,32,0.5051,2,16,64,2027.1525,beegfs
read,0,1024,1024,32,0.068,2,16,64,15066.6602,beegfs
write,0,1073741824,51200,16,2.9074,2,8,32,16905.7233,beegfs
read,0,1073741824,51200,16,2.6269,2,8,32,18711.3142,beegfs
write,0,1048576,51200,128,4.5519,2,64,256,11248.0911,beegfs
read,0,1048576,51200,128,2.5487,2,64,256,20088.9268,beegfs
write,0,4096,5120,64,0.427,2,32,128,11989.2476,beegfs
read,0,4096,5120,64,0.2586,2,32,128,19796.9267,beegfs
write,0,4194304,51200,64,3.5738,2,32,128,14326.3222,beegfs
read,0,4194304,51200,64,2.5581,2,32,128,20014.8105,beegfs
write,0,1048576,51200,8,5.1114,2,4,16,10016.8472,beegfs
read,0,1048576,51200,8,7.974,2,4,16,6420.8847,beegfs
write,0,67108864,51200,8,5.4094,2,4,16,9464.9565,beegfs
read,0,67108864,51200,8,3.7489,2,4,16,13657.5116,beegfs
write,0,16777216,51200,8,5.6736,2,4,16,9024.2405,beegfs
read,0,16777216,51200,8,4.8307,2,4,16,10598.8938,beegfs
write,0,1073741824,51200,32,2.0627,2,16,64,15885.9597,beegfs
read,0,1073741824,51200,32,1.662,2,16,64,19716.1217,beegfs
write,0,4194304,1024,16,0.2455,2,8,32,4171.4921,beegfs
read,0,4194304,1024,16,0.0579,2,8,32,17691.0441,beegfs
write,0,4096,51200,4,21.6973,2,2,8,2359.7437,beegfs
read,0,4096,51200,4,21.7213,2,2,8,2357.1282,beegfs
write,0,16777216,5120,64,0.3527,2,32,128,14516.7691,beegfs
read,0,16777216,5120,64,0.2602,2,32,128,19680.292,beegfs
write,0,1048576,51200,8,5.2424,2,4,16,9766.4546,beegfs
read,0,1048576,51200,8,8.2983,2,4,16,6169.9502,beegfs
write,0,1024,51200,8,12.2825,2,4,16,4168.5206,beegfs
read,0,1024,51200,8,12.3493,2,4,16,4145.9917,beegfs
write,0,1048576,5120,8,0.4268,2,4,16,11995.3469,beegfs
read,0,1048576,5120,8,0.4161,2,4,16,12305.2594,beegfs
write,0,1073741824,51200,16,3.1293,2,8,32,15707.0721,beegfs
read,0,1073741824,51200,16,2.5088,2,8,32,19592.0093,beegfs
write,0,1024,5120,8,1.1761,2,4,16,4353.4866,beegfs
read,0,1024,5120,8,0.9727,2,4,16,5263.483,beegfs
write,0,16777216,1024,2,0.2325,2,1,4,4404.3629,beegfs
read,0,16777216,1024,2,0.175,2,1,4,5851.0123,beegfs
write,0,268435456,5120,2,1.0072,2,1,4,5083.3001,beegfs
read,0,268435456,5120,2,0.9367,2,1,4,5466.1088,beegfs
write,0,268435456,51200,128,2.5404,2,64,256,12898.7801,beegfs
read,0,268435456,51200,128,1.7091,2,64,256,19172.6108,beegfs
write,0,16777216,5120,128,0.3366,2,64,256,12169.9012,beegfs
read,0,16777216,5120,128,0.2453,2,64,256,16699.2398,beegfs
write,0,64,1024,8,1.1756,2,4,16,871.0481,beegfs
read,0,64,1024,8,1.0521,2,4,16,973.2573,beegfs
write,0,1024,51200,8,11.9625,2,4,16,4280.0328,beegfs
read,0,1024,51200,8,12.2133,2,4,16,4192.1343,beegfs
write,0,4194304,51200,4,6.2856,2,2,8,8145.6434,beegfs
read,0,4194304,51200,4,9.7652,2,2,8,5243.0946,beegfs
write,0,4194304,5120,4,0.5008,2,2,8,10223.3034,beegfs
read,0,4194304,5120,4,0.5076,2,2,8,10086.0962,beegfs
write,0,4194304,1024,2,0.2265,2,1,4,4521.481,beegfs
read,0,4194304,1024,2,0.161,2,1,4,6361.1488,beegfs
write,0,64,1024,128,1.9093,2,64,256,536.3276,beegfs
read,0,64,1024,128,0.1769,2,64,256,5788.1133,beegfs
write,0,268435456,1024,4,0.1426,2,2,8,7180.8955,beegfs
read,0,268435456,1024,4,0.0959,2,2,8,10674.6709,beegfs
write,0,67108864,51200,4,5.807,2,2,8,8816.9107,beegfs
read,0,67108864,51200,4,9.8889,2,2,8,5177.5325,beegfs
write,0,4096,5120,64,0.4262,2,32,128,12013.5016,beegfs
read,0,4096,5120,64,0.2517,2,32,128,20344.643,beegfs
write,0,268435456,5120,2,0.8245,2,1,4,6209.7421,beegfs
read,0,268435456,5120,2,0.761,2,1,4,6727.5955,beegfs
write,0,268435456,51200,2,11.2347,2,1,4,4557.2949,beegfs
read,0,268435456,51200,2,21.0418,2,1,4,2433.252,beegfs
write,0,4194304,51200,32,3.2599,2,16,64,15705.9911,beegfs
read,0,4194304,51200,32,2.5314,2,16,64,20226.2174,beegfs
write,0,1048576,51200,128,4.5128,2,64,256,11345.4746,beegfs
read,0,1048576,51200,128,2.5118,2,64,256,20383.6063,beegfs
write,0,4096,1024,64,0.9044,2,32,128,1132.2007,beegfs
read,0,4096,1024,64,0.0658,2,32,128,15572.1666,beegfs
write,0,4194304,5120,128,0.3933,2,64,256,13019.4418,beegfs
read,0,4194304,5120,128,0.2794,2,64,256,18327.6564,beegfs
write,0,4096,51200,16,5.2262,2,8,32,9796.7936,beegfs
read,0,4096,51200,16,5.0199,2,8,32,10199.3572,beegfs
write,0,1048576,5120,2,1.3352,2,1,4,3834.5696,beegfs
read,0,1048576,5120,2,0.9977,2,1,4,5132.0206,beegfs
write,0,4096,5120,32,0.066,32,1,1024,77632.5493,tmpfs
read,0,4096,5120,32,0.0479,32,1,1024,106863.5003,tmpfs
write,0,1048576,51200,256,0.1523,32,8,8192,336246.3232,tmpfs
read,0,1048576,51200,256,0.0536,32,8,8192,955334.6887,tmpfs
write,0,1048576,1024,128,0.0051,32,4,4096,200162.8278,tmpfs
read,0,1048576,1024,128,0.0042,32,4,4096,242068.7612,tmpfs
write,0,1048576,51200,1024,0.0563,32,32,32768,909764.3156,tmpfs
read,0,1048576,51200,1024,0.0445,32,32,32768,1150735.184,tmpfs
write,0,1024,1024,256,0.0046,32,8,8192,221939.4036,tmpfs
read,0,1024,1024,256,0.0031,32,8,8192,330240.9792,tmpfs
write,0,16777216,5120,128,0.0165,32,4,4096,247961.9417,tmpfs
read,0,16777216,5120,128,0.015,32,4,4096,272973.1097,tmpfs
write,0,16777216,51200,32,0.4851,32,1,1024,105548.1722,tmpfs
read,0,16777216,51200,32,0.2901,32,1,1024,176466.2585,tmpfs
write,0,4096,5120,128,0.0198,32,4,4096,258714.2749,tmpfs
read,0,4096,5120,128,0.0132,32,4,4096,386748.9535,tmpfs
write,0,1024,1024,128,0.0083,32,4,4096,123590.4473,tmpfs
read,0,1024,1024,128,0.0062,32,4,4096,164804.5417,tmpfs
write,0,1048576,1024,256,0.0033,32,8,8192,309475.1374,tmpfs
read,0,1048576,1024,256,0.002,32,8,8192,512573.3133,tmpfs
write,0,1048576,51200,2048,0.1086,32,64,65536,471488.2361,tmpfs
read,0,1048576,51200,2048,0.0877,32,64,65536,583668.0248,tmpfs
write,0,1024,51200,512,0.1136,32,16,16384,450710.3433,tmpfs
read,0,1024,51200,512,0.0751,32,16,16384,682033.594,tmpfs
write,0,4096,1024,32,0.0123,32,1,1024,83252.4454,tmpfs
read,0,4096,1024,32,0.0078,32,1,1024,130811.9835,tmpfs
write,0,1048576,5120,128,0.0196,32,4,4096,261020.1882,tmpfs
read,0,1048576,5120,128,0.0107,32,4,4096,479566.2174,tmpfs
write,0,1048576,1024,32,0.0125,32,1,1024,81900.9924,tmpfs
read,0,1048576,1024,32,0.0058,32,1,1024,178079.5236,tmpfs
write,0,1024,5120,2048,0.0529,32,64,65536,77472.5753,tmpfs
read,0,1024,5120,2048,0.0362,32,64,65536,112993.3279,tmpfs
write,0,1048576,51200,512,0.1002,32,16,16384,510980.3234,tmpfs
read,0,1048576,51200,512,0.0443,32,16,16384,1156576.725,tmpfs
write,0,1024,1024,128,0.0085,32,4,4096,120514.4555,tmpfs
read,0,1024,1024,128,0.0063,32,4,4096,163265.228,tmpfs
write,0,4194304,5120,128,0.019,32,4,4096,268888.0602,tmpfs
read,0,4194304,5120,128,0.0116,32,4,4096,441164.3948,tmpfs
