operation,randomOffset,transferSize,aggregateFilesizeMB,numTasks,totalTime,numNodes,tasksPerNode,parallelism,trMiB,storageType
read,0,16777216,5120,128,0.0181,16,8,2048,226144.0773,ssd
write,0,1024,51200,16,18.4279,16,1,256,2778.3939,ssd
read,0,1024,51200,16,1.552,16,1,256,32990.6145,ssd
write,0,4096,1024,32,0.1684,16,2,512,6080.9257,ssd
read,0,4096,1024,32,0.0077,16,2,512,133712.4464,ssd
write,0,4096,51200,256,7.6591,16,16,4096,6684.8691,ssd
read,0,4096,51200,256,0.1151,16,16,4096,444861.8577,ssd
write,0,1048576,51200,64,8.0611,16,4,1024,6351.4854,ssd
read,0,1048576,51200,64,0.2381,16,4,1024,215067.4238,ssd
write,0,67108864,5120,64,0.6575,16,4,1024,6229.2122,ssd
read,0,67108864,5120,64,0.0268,16,4,1024,152744.6073,ssd
